[17:26:42.087] [main] [INFO ] aju.querydsl.QuerydslApplication         : Starting QuerydslApplication using Java 17.0.4.1 on jeongjeong-in-ui-MacBookAir.local with PID 10779 (/Users/jeongin/git/querydsl/target/classes started by jeongin in /Users/jeongin/git/querydsl)
[17:36:34.584] [main] [INFO ] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
[17:36:34.601] [main] [INFO ] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 5.6.12.Final
[17:36:34.654] [main] [INFO ] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
[17:36:34.690] [main] [INFO ] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
[17:36:34.826] [main] [INFO ] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
[17:36:34.839] [main] [INFO ] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[17:36:35.044] [main] [INFO ] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
[17:36:35.048] [main] [INFO ] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
[17:36:35.246] [main] [WARN ] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
[17:36:35.410] [main] [INFO ] o.a.coyote.http11.Http11NioProtocol      : Starting ProtocolHandler ["http-nio-8080"]
[17:36:35.418] [main] [INFO ] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8080 (http) with context path ''
[17:36:35.492] [main] [INFO ] aju.querydsl.QuerydslApplication         : Started QuerydslApplication in 1.697 seconds (JVM running for 1.973)
[17:36:35.493] [main] [INFO ] aju.querydsl.QuerydslApplication         : 
[17:36:35.493] [main] [INFO ] aju.querydsl.QuerydslApplication         : -------------------------------------------------------------
[17:36:35.493] [main] [INFO ] aju.querydsl.QuerydslApplication         : -------------------------------------------------------------
[17:36:35.493] [main] [INFO ] aju.querydsl.QuerydslApplication         : ------------------------- R U N -----------------------------
[17:36:35.493] [main] [INFO ] aju.querydsl.QuerydslApplication         : -------------------------------------------------------------
[17:36:35.494] [main] [INFO ] aju.querydsl.QuerydslApplication         : -------------------------------------------------------------
[17:36:35.494] [main] [INFO ] aju.querydsl.QuerydslApplication         : 
[17:36:39.724] [http-nio-8080-exec-1] [INFO ] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
[17:36:39.724] [http-nio-8080-exec-1] [INFO ] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
[17:36:39.725] [http-nio-8080-exec-1] [INFO ] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
[17:36:39.743] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:39.743] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:39.743] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:36:39.830] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:36:39.830] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:36:39.830] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:36:39.830] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:36:39.831] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:36:39.831] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:36:39.831] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:36:39.832] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:36:39.832] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:36:49.379] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:49.380] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:49.380] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:36:49.394] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:36:49.394] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:36:49.395] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:36:49.395] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:36:49.397] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:36:49.398] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:36:49.399] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:36:49.401] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:36:49.402] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:36:50.479] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:50.480] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:50.480] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:36:50.498] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:36:50.499] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:36:50.499] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:36:50.499] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:36:50.500] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:36:50.501] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:36:50.502] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:36:50.503] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:36:50.505] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:36:58.205] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:58.205] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:58.205] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:36:58.216] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:36:58.216] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:36:58.217] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:36:58.217] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:36:58.217] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:36:58.218] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:36:58.218] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:36:58.218] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:36:58.219] [http-nio-8080-exec-4] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:36:59.510] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:59.511] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : test
[17:36:59.511] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:36:59.526] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:36:59.526] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:36:59.527] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:36:59.527] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:36:59.528] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:36:59.528] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:36:59.530] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:36:59.530] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:36:59.530] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:37:28.845] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:37:28.871] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:37:28.872] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[17:37:30.733] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:37:30.750] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:37:30.750] [http-nio-8080-exec-9] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[17:37:31.316] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:37:31.328] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:37:31.328] [http-nio-8080-exec-10] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[17:38:21.994] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:38:22.008] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:38:22.008] [http-nio-8080-exec-1] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[17:38:28.560] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : test
[17:38:28.560] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : test
[17:38:28.561] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:38:28.577] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:38:28.577] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:38:28.577] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:38:28.578] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:38:28.578] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:38:28.578] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:38:28.578] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:38:28.578] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:38:28.579] [http-nio-8080-exec-2] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:38:30.259] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : test
[17:38:30.259] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : test
[17:38:30.260] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : -----------------getUser !!!!!! -----------------
[17:38:30.273] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : queryPattern ---->>>> {"userId":1,"userName":"test","userEmail":"jji@aju.co.kr","ivrCalldata":"**************************","query":"1234"}
[17:38:30.274] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : -----------------another Pattern--------------------
[17:38:30.274] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing ---->>>> {"phoneNumber":"***********", phoneNumber=***********, ivrCalldata=********************)
[17:38:30.274] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing2 ---->>>> {"ivrCalldata":"***********************",ivrCalldata=*********************, phoneNumber=*******)
[17:38:30.275] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing3 ---->>>> {"addtnlInfoVal=********************************************************************************************************************)
[17:38:30.275] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing4 ---->>>> {"addtnlInfoVal=********************************************************************************************************************, test=12123^123)
[17:38:30.275] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing5 ---->>>> {"addtnlInfoVal=********************************************************************************************************)
[17:38:30.276] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : testMaksing6 ---->>>> {"addtnlInfoVal=********************************************************************************************************, test=12123^123)
[17:38:30.276] [http-nio-8080-exec-3] [INFO ] aju.querydsl.controller.UserController   : ----------------------------------------------------
[17:59:46.626] [HikariPool-1 housekeeper] [WARN ] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m11s572ms).
[17:59:49.246] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:59:49.257] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:59:49.258] [http-nio-8080-exec-5] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[17:59:50.569] [http-nio-8080-exec-6] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[17:59:50.583] [http-nio-8080-exec-6] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[17:59:50.583] [http-nio-8080-exec-6] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[18:00:46.742] [http-nio-8080-exec-7] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
[18:00:46.755] [http-nio-8080-exec-7] [INFO ] aju.querydsl.controller.JoinController   : joinList --->>>> [PeopleDto(companyName=QMS, name=Jeong JeongIn, email=devforin@gmail.con)]
[18:00:46.755] [http-nio-8080-exec-7] [INFO ] aju.querydsl.controller.JoinController   : -------------------------------------------------------
[18:01:43.491] [http-nio-8080-exec-8] [INFO ] aju.querydsl.controller.JoinController   : -----------------companyPeople !!!!!! -----------------
